Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache;Validity
Pfungen;8422;00;Pfungen;224;ZH;8.64236873953749;47.50972556806332;de;2008-07-01
Rickenbach ZH;8545;00;Rickenbach (ZH);225;ZH;8.795570400694201;47.55374902698273;de;2008-07-01
Rickenbach Sulz;8545;01;Rickenbach (ZH);225;ZH;8.787502892368673;47.541202019663224;de;2008-07-01
Hofstetten ZH;8354;00;Schlatt (ZH);226;ZH;8.83962692498086;47.47281058845319;de;2008-07-01
Winterthur;8405;00;Schlatt (ZH);226;ZH;8.79858933286607;47.471511482191715;de;2008-07-01
Schlatt ZH;8418;00;Schlatt (ZH);226;ZH;8.818521402775037;47.471491384753904;de;2016-01-01
Seuzach;8472;00;Seuzach;227;ZH;8.72435307454662;47.53483566680657;de;2008-07-01
Bichelsee;8363;00;Turbenthal;228;ZH;8.921304223961396;47.43405482120858;de;2008-07-01
Turbenthal;8488;00;Turbenthal;228;ZH;8.875733867428998;47.43820962614515;de;2008-07-01
Wila;8492;00;Turbenthal;228;ZH;8.863807564402508;47.41151475667943;de;2008-07-01
Schmidrüti;8495;00;Turbenthal;228;ZH;8.9075916822289;47.41886250848368;de;2008-07-01
Kemptthal;8310;00;Winterthur;230;ZH;8.712190930089752;47.46009339618869;de;2008-07-01
Ricketwil (Winterthur);8352;02;Winterthur;230;ZH;8.797503449122903;47.48689690873994;de;2008-07-01
Winterthur;8400;00;Winterthur;230;ZH;8.729481588747912;47.4888514697484;de;2008-07-01
Winterthur;8404;00;Winterthur;230;ZH;8.759223002794496;47.507475123256896;de;2008-07-01
Reutlingen (Winterthur);8404;02;Winterthur;230;ZH;8.750548477189232;47.52774315787564;de;2008-07-01
Stadel (Winterthur);8404;03;Winterthur;230;ZH;8.765223164048038;47.53819398162066;de;2008-07-01
Winterthur;8405;00;Winterthur;230;ZH;8.778269585505283;47.47754949977949;de;2008-07-01
Winterthur;8406;00;Winterthur;230;ZH;8.700625776013917;47.48322456758198;de;2008-07-01
Winterthur;8408;00;Winterthur;230;ZH;8.68334220971565;47.50773949910317;de;2008-07-01
Winterthur;8409;00;Winterthur;230;ZH;8.781455850549886;47.509825107380685;de;2008-07-01
Sennhof (Winterthur);8482;00;Winterthur;230;ZH;8.758044451447944;47.46734822908744;de;2008-07-01
Wiesendangen;8542;00;Winterthur;230;ZH;8.777761479895274;47.53164821764902;de;2008-07-01
Rickenbach Sulz;8545;01;Winterthur;230;ZH;8.782573524161224;47.535165215062875;de;2008-07-01
Kollbrunn;8483;00;Zell (ZH);231;ZH;8.785673936766406;47.45513703351185;de;2008-07-01
Rikon im Tösstal;8486;00;Zell (ZH);231;ZH;8.804925341831964;47.449872416842965;de;2008-07-01
Zell ZH;8487;00;Zell (ZH);231;ZH;8.831119400356254;47.451751518462814;de;2008-07-01
Rämismühle;8487;01;Zell (ZH);231;ZH;8.818467439734274;47.440348608786024;de;2008-07-01
Aesch ZH;8904;00;Aesch (ZH);241;ZH;8.435471511407306;47.33548044544451;de;2008-07-01
Uitikon Waldegg;8142;00;Birmensdorf (ZH);242;ZH;8.465289722490494;47.35585979999167;de;2008-07-01
Birmensdorf ZH;8903;00;Birmensdorf (ZH);242;ZH;8.439581720218396;47.351958440087266;de;2008-07-01
Dietikon;8953;00;Dietikon;243;ZH;8.398141750999685;47.40004402665761;de;2008-07-01
Fahrweid;8951;00;Geroldswil;244;ZH;8.410120111277028;47.414938352837716;de;2008-07-01
Geroldswil;8954;00;Geroldswil;244;ZH;8.413091339239926;47.42290858068305;de;2008-07-01
Oberengstringen;8102;00;Oberengstringen;245;ZH;8.465036016226179;47.41132082454293;de;2008-07-01
Oetwil an der Limmat;8955;00;Oetwil an der Limmat;246;ZH;8.392886637363793;47.4294953928032;de;2008-07-01
Urdorf;8902;00;Schlieren;247;ZH;8.435109162577582;47.390650836250934;de;2008-07-01
Schlieren;8952;00;Schlieren;247;ZH;8.449624211923974;47.394197637810606;de;2008-07-01
Uitikon Waldegg;8142;00;Uitikon;248;ZH;8.454859477725945;47.36669712247884;de;2008-07-01
Uetliberg;8143;02;Uitikon;248;ZH;8.485980666055445;47.35355922636893;de;2008-07-01
Unterengstringen;8103;00;Unterengstringen;249;ZH;8.444449408413398;47.41124152238858;de;2008-07-01
Fahrweid;8951;00;Unterengstringen;249;ZH;8.414648243541313;47.40427992912006;de;2008-07-01
Urdorf;8902;00;Urdorf;250;ZH;8.423872439716044;47.38214135839541;de;2008-07-01
Weiningen ZH;8104;00;Weiningen (ZH);251;ZH;8.437162959645468;47.421621190835545;de;2008-07-01
Fahrweid;8951;00;Weiningen (ZH);251;ZH;8.415124877572007;47.407616775969956;de;2008-07-01
Zürich;8001;00;Zürich;261;ZH;8.541367614589104;47.37293397101111;de;2008-07-01
Zürich;8002;00;Zürich;261;ZH;8.531300730883105;47.360172439971066;de;2008-07-01
Zürich;8003;00;Zürich;261;ZH;8.516142107913552;47.372578569421265;de;2008-07-01
Zürich;8004;00;Zürich;261;ZH;8.523370314160541;47.377999153471485;de;2008-07-01
Zürich;8005;00;Zürich;261;ZH;8.520684105099669;47.38676633563334;de;2008-07-01
Zürich;8006;00;Zürich;261;ZH;8.543174739428517;47.385765673187315;de;2008-07-01
Zürich;8008;00;Zürich;261;ZH;8.562641486875355;47.35624521521615;de;2008-07-01
Zürich;8032;00;Zürich;261;ZH;8.56443872630102;47.36668879694642;de;2008-07-01
Zürich;8037;00;Zürich;261;ZH;8.524261806663304;47.39849490685259;de;2008-07-01
Zürich;8038;00;Zürich;261;ZH;8.531490726924742;47.340197231199824;de;2008-07-01
Zürich;8041;00;Zürich;261;ZH;8.51566433067803;47.33605960507216;de;2008-07-01
Zürich;8044;00;Zürich;261;ZH;8.57283034214897;47.38041488093525;de;2008-07-01
Zürich;8045;00;Zürich;261;ZH;8.50570809616007;47.35161517520839;de;2008-07-01
Zürich;8046;00;Zürich;261;ZH;8.508278676048434;47.422177381382056;de;2008-07-01
Zürich;8047;00;Zürich;261;ZH;8.487021836354158;47.37389233190548;de;2008-07-01
Zürich;8048;00;Zürich;261;ZH;8.483871092066265;47.38674684601843;de;2008-07-01
Zürich;8049;00;Zürich;261;ZH;8.500466748261303;47.40869838981309;de;2008-07-01
Zürich;8050;00;Zürich;261;ZH;8.550802019058356;47.41193801124004;de;2008-07-01
Zürich;8051;00;Zürich;261;ZH;8.57881930913423;47.39965101487254;de;2008-07-01
Zürich;8052;00;Zürich;261;ZH;8.540643194356203;47.424464140513315;de;2008-07-01
Zürich;8053;00;Zürich;261;ZH;8.597418711716397;47.36128969682945;de;2008-07-01
Zürich;8055;00;Zürich;261;ZH;8.49029204173726;47.364188803441294;de;2008-07-01
Zürich;8057;00;Zürich;261;ZH;8.54739260758107;47.39992584088796;de;2008-07-01
Zürich;8064;00;Zürich;261;ZH;8.485247272827678;47.398657596898836;de;2008-07-01
Zollikerberg;8125;00;Zürich;261;ZH;8.602249771220361;47.351108105412116;de;2008-07-01
Adliswil;8134;00;Zürich;261;ZH;8.529323757912955;47.32710267371676;de;2008-07-01
Uitikon Waldegg;8142;00;Zürich;261;ZH;8.468942954474748;47.36526765161674;de;2008-07-01
Uetliberg;8143;02;Zürich;261;ZH;8.492029625656125;47.34965256545146;de;2008-07-01
Glattbrugg;8152;00;Zürich;261;ZH;8.553773077847692;47.43004986107958;de;2008-07-01
Schlieren;8952;00;Zürich;261;ZH;8.467768802853;47.401167561539076;de;2008-07-01
Andelfingen;8450;00;Andelfingen;291;ZH;8.675343203576944;47.594716183578974;de;2008-07-01
Adlikon b. Andelfingen;8452;00;Andelfingen;291;ZH;8.704986013854034;47.57685819054668;de;2008-07-01
Humlikon;8457;00;Andelfingen;291;ZH;8.675924419946451;47.574854256867866;de;2008-07-01
Waltalingen;8468;00;Stammheim;292;ZH;8.76698168016213;47.620829414505224;de;2008-07-01
Guntalingen;8468;02;Stammheim;292;ZH;8.75965773612448;47.635397887989505;de;2008-07-01
Unterstammheim;8476;00;Stammheim;292;ZH;8.78971685475589;47.64764261013743;de;2008-07-01
Oberstammheim;8477;00;Stammheim;292;ZH;8.80478900917269;47.628434771180125;de;2008-07-01
Wilen b. Neunforn;8525;02;Stammheim;292;ZH;8.7954426983496;47.60371597054188;de;2008-07-01
Au ZH;8804;00;Wädenswil;293;ZH;8.644938275705286;47.243925730177835;de;2008-07-01
Wädenswil;8820;00;Wädenswil;293;ZH;8.654982935965249;47.22061746677644;de;2008-07-01
Schönenberg ZH;8824;00;Wädenswil;293;ZH;8.640729073135208;47.1925344028341;de;2008-07-01
Hütten;8825;00;Wädenswil;293;ZH;8.658792836615358;47.173528757910454;de;2008-07-01
Elgg;8353;00;Elgg;294;ZH;8.860671468706201;47.49072470145692;de;2008-07-01
Hofstetten ZH;8354;00;Elgg;294;ZH;8.857521015729878;47.46983794491164;de;2008-07-01
Dickbuch;8354;01;Elgg;294;ZH;8.832573770643515;47.496458993089405;de;2018-01-01
Aadorf;8355;00;Elgg;294;ZH;8.89224905677294;47.49195782198037;de;2008-07-01
Hagenbuch ZH;8523;00;Elgg;294;ZH;8.890581414401764;47.50138320603512;de;2008-07-01
Sihlbrugg;6340;04;Horgen;295;ZH;8.572410565490614;47.233632716795164;de;2008-07-01
Langnau am Albis;8135;00;Horgen;295;ZH;8.55434301077064;47.255548596843596;de;2008-07-01
Sihlbrugg Station;8135;02;Horgen;295;ZH;8.57333328580575;47.24335529035422;de;2008-07-01
Sihlwald;8135;03;Horgen;295;ZH;8.556921298304761;47.2684652675685;de;2008-07-01
Horgen;8810;00;Horgen;295;ZH;8.612592201116579;47.24636650092114;de;2008-07-01
Horgenberg;8815;00;Horgen;295;ZH;8.584016755702889;47.2471527520541;de;2008-07-01
Hirzel;8816;00;Horgen;295;ZH;8.601988498915428;47.2203462224818;de;2008-07-01
Effretikon;8307;00;Illnau-Effretikon;296;ZH;8.69202193184829;47.42487279073674;de;2008-07-01
Ottikon b. Kemptthal;8307;02;Illnau-Effretikon;296;ZH;8.72550419226039;47.42997995736013;de;2008-07-01
Illnau;8308;00;Illnau-Effretikon;296;ZH;8.725785866491176;47.40887276688147;de;2008-07-01
Agasul;8308;02;Illnau-Effretikon;296;ZH;8.74033976825383;47.42594212798798;de;2008-07-01
Kyburg;8314;00;Illnau-Effretikon;296;ZH;8.741505837218698;47.45230578664423;de;2008-07-01
Sennhof (Winterthur);8482;00;Illnau-Effretikon;296;ZH;8.7536260937504;47.46619042406281;de;2008-07-01
Kollbrunn;8483;00;Illnau-Effretikon;296;ZH;8.765706461210199;47.45071595348985;de;2008-07-01
Saland;8493;00;Bauma;297;ZH;8.862565858733443;47.38903650130028;de;2008-07-01
Bauma;8494;00;Bauma;297;ZH;8.891800384652353;47.366327572115054;de;2008-07-01
Sternenberg;8499;00;Bauma;297;ZH;8.910297669820565;47.38986051401998;de;2008-07-01
Wiesendangen;8542;00;Wiesendangen;298;ZH;8.787994755854392;47.52267451569868;de;2008-07-01
Bertschikon;8543;00;Wiesendangen;298;ZH;8.829725839493154;47.52595238015618;de;2008-07-01
Gundetswil;8543;01;Wiesendangen;298;ZH;8.821899029923365;47.53914736634158;de;2008-07-01
Kefikon ZH;8543;02;Wiesendangen;298;ZH;8.828302355055426;47.54816762444102;de;2008-07-01
Attikon;8544;00;Wiesendangen;298;ZH;8.800506926439295;47.53722171445181;de;2008-07-01
Menzengrüt;8546;03;Wiesendangen;298;ZH;8.817327128936432;47.54886814030525;de;2008-07-01
Lyss;3250;00;Aarberg;301;BE;7.307383368375055;47.05451313364198;de;2008-07-01
Seedorf BE;3267;00;Aarberg;301;BE;7.295953280846549;47.039124741863525;de;2008-07-01
Aarberg;3270;00;Aarberg;301;BE;7.283204650412744;47.04424186594392;de;2008-07-01
Kappelen;3273;00;Aarberg;301;BE;7.273559831145728;47.056674162939544;de;2008-07-01
Bargen BE;3282;00;Bargen (BE);302;BE;7.2502964731509945;47.0352407437926;de;2008-07-01
Kallnach;3283;00;Bargen (BE);302;BE;7.2300234771126615;47.03418954175739;de;2008-07-01
Grossaffoltern;3257;00;Grossaffoltern;303;BE;7.36646305292536;47.06859867423099;de;2008-07-01
Ammerzwil BE;3257;01;Grossaffoltern;303;BE;7.342604637874255;47.07314735241969;de;2008-07-01
Suberg;3262;00;Grossaffoltern;303;BE;7.33958593973069;47.0551933195347;de;2008-07-01
Golaten;3207;02;Kallnach;304;BE;7.236988857570842;46.98673207030866;de;2008-07-01
Treiten;3226;00;Kallnach;304;BE;7.1771279953299825;47.00053489338806;de;2008-07-01
Kallnach;3283;00;Kallnach;304;BE;7.220123083815107;47.01521091179525;de;2008-07-01
Niederried b. Kallnach;3283;02;Kallnach;304;BE;7.227854060392527;46.999073419656625;de;2008-07-01
Lyss;3250;00;Kappelen;305;BE;7.2924841318941995;47.074837367471915;de;2008-07-01
Worben;3252;00;Kappelen;305;BE;7.299054714614185;47.09366730429558;de;2008-07-01
Kappelen;3273;00;Kappelen;305;BE;7.2776506304123005;47.07566940337246;de;2008-07-01
Studen BE;2557;00;Lyss;306;BE;7.315620108465488;47.10958800576333;de;2008-07-01
Lyss;3250;00;Lyss;306;BE;7.310752208031555;47.07539953068179;de;2008-07-01
Busswil BE;3292;00;Lyss;306;BE;7.321941598107148;47.100621965236336;de;2011-09-01
Ortschwaben;3042;00;Meikirch;307;BE;7.399411048413885;46.99215671959535;de;2008-07-01
Meikirch;3045;00;Meikirch;307;BE;7.372288277252309;47.00926313402508;de;2008-07-01
Wahlendorf;3046;00;Meikirch;307;BE;7.3402429424571585;47.00945763805288;de;2008-07-01
Detligen;3036;00;Radelfingen;309;BE;7.268637703065095;46.990352175141226;de;2008-07-01
Radelfingen b. Aarberg;3271;00;Radelfingen;309;BE;7.271643924958863;47.01863634002921;de;2008-07-01
Lätti;3053;05;Rapperswil (BE);310;BE;7.430881892497036;47.038610143464425;de;2008-07-01
Wengi b. Büren;3251;00;Rapperswil (BE);310;BE;7.412182565662357;47.07957946375893;de;2008-07-01
Ruppoldsried;3251;02;Rapperswil (BE);310;BE;7.425229491065937;47.089582470359126;de;2008-07-01
Messen;3254;00;Rapperswil (BE);310;BE;7.435392848364799;47.0956998724521;de;2008-07-01
Rapperswil BE;3255;00;Rapperswil (BE);310;BE;7.4133494250420915;47.066488781988625;de;2008-07-01
Dieterswil;3256;00;Rapperswil (BE);310;BE;7.430634873491692;47.05097609465349;de;2008-07-01
Bangerten b. Dieterswil;3256;02;Rapperswil (BE);310;BE;7.448073122049725;47.05719361718476;de;2008-07-01
Seewil;3256;03;Rapperswil (BE);310;BE;7.410511662838593;47.046176693332534;de;2008-07-01
Münchenbuchsee;3053;00;Schüpfen;311;BE;7.426022674560691;47.03309899599404;de;2008-07-01
Schüpfen;3054;00;Schüpfen;311;BE;7.377432505403576;47.035472393337436;de;2008-07-01
Frieswil;3035;00;Seedorf (BE);312;BE;7.285529526896247;46.99425216428068;de;2008-07-01
Wiler b. Seedorf;3266;00;Seedorf (BE);312;BE;7.317350766109274;47.04908566698905;de;2008-07-01
Seedorf BE;3267;00;Seedorf (BE);312;BE;7.324004204004012;47.02360196608097;de;2008-07-01
Lobsigen;3268;00;Seedorf (BE);312;BE;7.298772500481664;47.016805637991595;de;2008-07-01
Aarberg;3270;00;Seedorf (BE);312;BE;7.276343007010492;47.03112650685394;de;2008-07-01
Aarwangen;4912;00;Aarwangen;321;BE;7.767177874413062;47.23669919760918;de;2008-07-01
Bützberg;4922;00;Aarwangen;321;BE;7.739319093781297;47.2222742037752;de;2008-07-01
Rohrbach;4938;00;Auswil;322;BE;7.8113783685357046;47.14196480419008;de;2008-07-01
Auswil;4944;00;Auswil;322;BE;7.838540554244918;47.13582915757597;de;2008-07-01
Aarwangen;4912;00;Bannwil;323;BE;7.754516845078513;47.24589842925468;de;2008-07-01
Bannwil;4913;00;Bannwil;323;BE;7.728819669266026;47.237752146590466;de;2008-07-01
Bleienbach;3368;00;Bleienbach;324;BE;7.760367649496366;47.183028687984766;de;2008-07-01
Busswil b. Melchnau;4917;02;Busswil bei Melchnau;325;BE;7.830855272581269;47.18761054040316;de;2008-07-01
Gondiswil;4955;00;Gondiswil;326;BE;7.866816043506435;47.14645669028868;de;2008-07-01
Langenthal;4900;00;Langenthal;329;BE;7.795121383943679;47.21754198454793;de;2008-07-01
Untersteckholz;4916;00;Langenthal;329;BE;7.8439558903206414;47.20587603809104;de;2008-07-01
Obersteckholz;4924;00;Langenthal;329;BE;7.825584632494606;47.201011590248854;de;2008-07-01
Bleienbach;3368;00;Lotzwil;331;BE;7.763686575124582;47.18993507810566;de;2008-07-01
Lotzwil;4932;00;Lotzwil;331;BE;7.791745320352285;47.18869281544112;de;2008-07-01
Reisiswil;4919;00;Madiswil;332;BE;7.832666063940683;47.15955550716049;de;2008-07-01
Gutenburg;4932;02;Madiswil;332;BE;7.800757200392256;47.18232672180415;de;2008-07-01
Madiswil;4934;00;Madiswil;332;BE;7.801711834369183;47.16233880423214;de;2008-07-01
Leimiswil;4935;00;Madiswil;332;BE;7.770496675135989;47.15402808179795;de;2008-07-01
Kleindietwil;4936;00;Madiswil;332;BE;7.790615513061744;47.14109535456733;de;2008-07-01
Melchnau;4917;00;Melchnau;333;BE;7.855954366305366;47.1775430651363;de;2008-07-01
Grossdietwil;6146;00;Melchnau;333;BE;7.876154286807514;47.16632812994853;de;2008-07-01
Altbüron;6147;00;Melchnau;333;BE;7.877103033013798;47.17918653537105;de;2008-07-01
Oeschenbach;4943;00;Oeschenbach;335;BE;7.744802843939618;47.11025852951799;de;2008-07-01
Reisiswil;4919;00;Reisiswil;336;BE;7.841864948701028;47.16110328296792;de;2008-07-01
Roggwil BE;4914;00;Roggwil (BE);337;BE;7.816073314898705;47.234629438358404;de;2008-07-01
Rohrbach;4938;00;Rohrbach;338;BE;7.809054266126446;47.13316872376729;de;2008-07-01
Rohrbachgraben;4938;02;Rohrbachgraben;339;BE;7.80515195451431;47.110326097302426;de;2008-07-01
Rütschelen;4933;00;Rütschelen;340;BE;7.771345289523872;47.17246060085848;de;2008-07-01
Schwarzhäusern;4911;00;Schwarzhäusern;341;BE;7.765879449152261;47.257401571104964;de;2008-07-01
Bützberg;4922;00;Thunstetten;342;BE;7.747698837585006;47.215414220117445;de;2008-07-01
Thunstetten;4922;02;Thunstetten;342;BE;7.747855658452027;47.197908290938685;de;2008-07-01
Kleindietwil;4936;00;Ursenbach;344;BE;7.780713411282897;47.148000992460375;de;2008-07-01
Ursenbach;4937;00;Ursenbach;344;BE;7.762155167855879;47.12882590637115;de;2008-07-01
Walterswil BE;4942;00;Ursenbach;344;BE;7.766130677116875;47.11417422774772;de;2008-07-01
Oeschenbach;4943;00;Ursenbach;344;BE;7.754928287788458;47.11865559282504;de;2008-07-01
Wynau;4923;00;Wynau;345;BE;7.807828160158069;47.2558673008234;de;2008-07-01
Bern;3004;00;Bern;351;BE;7.4520107074682755;46.9804871926737;de;2008-07-01
Bern;3005;00;Bern;351;BE;7.449931552415316;46.93938995355346;de;2008-07-01
Bern;3006;00;Bern;351;BE;7.471278342654534;46.94581211618737;de;2008-07-01
Bern;3007;00;Bern;351;BE;7.434082441559162;46.9393824255885;de;2008-07-01
Bern;3008;00;Bern;351;BE;7.413896593247755;46.945100555345846;de;2008-07-01
Bern;3010;00;Bern;351;BE;7.424737508045922;46.94728049515075;de;2008-07-01
Bern;3011;00;Bern;351;BE;7.447957834220311;46.94723895051563;de;2008-07-01
Bern;3012;00;Bern;351;BE;7.426028084364799;46.96158371752656;de;2008-07-01
Bern;3013;00;Bern;351;BE;7.446200709077208;46.95620888748941;de;2008-07-01
Bern;3014;00;Bern;351;BE;7.458409753622983;46.962199665011134;de;2008-07-01
Bern;3015;00;Bern;351;BE;7.484808363287374;46.94020835960618;de;2008-07-01
Bern;3018;00;Bern;351;BE;7.389112617746961;46.93388884623948;de;2008-07-01
Bern;3019;00;Bern;351;BE;7.3479518639380155;46.93098262568504;de;2008-07-01
Bern;3020;00;Bern;351;BE;7.320873485656937;46.937079958356065;de;2008-07-01
Bern;3027;00;Bern;351;BE;7.386897469093319;46.95545061109766;de;2008-07-01
Hinterkappelen;3032;00;Bern;351;BE;7.390080721455932;46.96324153219061;de;2008-07-01
Herrenschwanden;3037;00;Bern;351;BE;7.4300487245633;46.97197720581497;de;2008-07-01
Worblaufen;3048;00;Bern;351;BE;7.468480465943376;46.97245660092444;de;2008-07-01
Ittigen;3063;00;Bern;351;BE;7.472104485273748;46.96835029960199;de;2008-07-01
Ostermundigen;3072;00;Bern;351;BE;7.47947880750087;46.9677635785629;de;2008-07-01
Gümligen;3073;00;Bern;351;BE;7.4928780017508405;46.938651346272934;de;2008-07-01
Wabern;3084;00;Bern;351;BE;7.44750522218671;46.931544389216306;de;2008-07-01
Liebefeld;3097;00;Bern;351;BE;7.424243642969393;46.93437726466453;de;2008-07-01
Niederwangen b. Bern;3172;00;Bern;351;BE;7.381030608350197;46.930749373180106;de;2008-07-01
Bolligen;3065;00;Bolligen;352;BE;7.508338991774185;46.984119443268725;de;2008-07-01
Stettlen;3066;00;Bolligen;352;BE;7.529088812312799;46.96255651664082;de;2008-07-01
Krauchthal;3326;00;Bolligen;352;BE;7.535797498159322;46.99659504656812;de;2008-07-01
Bremgarten b. Bern;3047;00;Bremgarten bei Bern;353;BE;7.436054958910232;46.97712753822991;de;2008-07-01
Herrenschwanden;3037;00;Kirchlindach;354;BE;7.419803811718292;46.97720922920077;de;2008-07-01
Kirchlindach;3038;00;Kirchlindach;354;BE;7.415059304859903;46.999810213872166;de;2008-07-01
Ortschwaben;3042;00;Kirchlindach;354;BE;7.408683048296076;46.988402859980155;de;2008-07-01
Bern;3007;00;Köniz;355;BE;7.436297874878721;46.93369297464334;de;2008-07-01
Wabern;3084;00;Köniz;355;BE;7.452887232213102;46.92168555646737;de;2008-07-01
Spiegel b. Bern;3095;00;Köniz;355;BE;7.434284903467372;46.924996545822786;de;2008-07-01
Liebefeld;3097;00;Köniz;355;BE;7.4210497219594025;46.9308803945356;de;2008-07-01
Köniz;3098;00;Köniz;355;BE;7.434560390958128;46.91283518199424;de;2008-07-01
Köniz;3098;00;Köniz;355;BE;7.4359064508437145;46.930267477158985;de;2008-07-01
Schliern b. Köniz;3098;01;Köniz;355;BE;7.427398431478397;46.90618721913202;de;2008-07-01
Gasel;3144;00;Köniz;355;BE;7.414081514583278;46.89590541922339;de;2008-07-01
Niederscherli;3145;00;Köniz;355;BE;7.394215946135679;46.885313904804306;de;2008-07-01
Mittelhäusern;3147;00;Köniz;355;BE;7.371439460397487;46.872748642983204;de;2008-07-01
Niederwangen b. Bern;3172;00;Köniz;355;BE;7.378096254163068;46.92187908871444;de;2008-07-01
Oberwangen b. Bern;3173;00;Köniz;355;BE;7.356022146090027;46.91189673645413;de;2008-07-01
Thörishaus;3174;00;Köniz;355;BE;7.348144577626065;46.90045532104597;de;2008-07-01
Gümligen;3073;00;Muri bei Bern;356;BE;7.507147152312857;46.93512506953134;de;2008-07-01
Muri b. Bern;3074;00;Muri bei Bern;356;BE;7.4863727414007935;46.92660446029626;de;2008-07-01
Worb;3076;00;Muri bei Bern;356;BE;7.517527458679476;46.942246575253655;de;2008-07-01
Zimmerwald;3086;00;Oberbalm;357;BE;7.438863839334745;46.877954168745184;de;2008-07-01
Oberbalm;3096;00;Oberbalm;357;BE;7.41062208428352;46.86493964351109;de;2008-07-01
Niederscherli;3145;00;Oberbalm;357;BE;7.387814853143187;46.88150684407973;de;2008-07-01
Mittelhäusern;3147;00;Oberbalm;357;BE;7.386275613478731;46.85671990978862;de;2008-07-01
Stettlen;3066;00;Stettlen;358;BE;7.522495123981266;46.95297692819649;de;2008-07-01
